Scholar Name,Title,Publication Link,Authors,Journal/Conference,DOI,Scholar Profile
Douglas G. Altman,Reporting guidelines of health research studies are frequently used inappropriately,http://dx.doi.org/10.1016/j.jclinepi.2020.03.006,"Caulley, Lisa | Catalá-López, Ferrán | Whelan, Jonathan | Khoury, Michel | Ferraro, Jennifer | Cheng, Wei | Husereau, Don | Altman, Douglas G. | Moher, David","Journal of Clinical Epidemiology, volume 122 (2020).",http://dx.doi.org/10.1016/j.jclinepi.2020.03.006,https://scholargps.com/scholars/48522964413277/douglas-g-altman
Douglas G. Altman,"Design, analysis and reporting of multi-arm trials and strategies to address multiple testing",http://dx.doi.org/10.1093/ije/dyaa026,"Odutayo, Ayodele | Gryaznov, Dmitry | Copsey, Bethan | Monk, Paul | Speich, Benjamin | Roberts, Corran | Vadher, Karan | Dutton, Peter | Briel, Matthias | Hopewell, Sally | Altman, Douglas G","International Journal of Epidemiology, volume 49, issue 3, pages 968-978 (2020).",http://dx.doi.org/10.1093/ije/dyaa026,https://scholargps.com/scholars/48522964413277/douglas-g-altman
Douglas G. Altman,Completeness of reporting of case reports in high‐impact medical journals,http://dx.doi.org/10.1111/eci.13215,"Calvache, José A. | Vera‐Montoya, Maira | Ordoñez, Darío | Hernandez, Adrian V. | Altman, Douglas | Moher, David","European Journal of Clinical Investigation, volume 50, issue 4 (2020).",http://dx.doi.org/10.1111/eci.13215,https://scholargps.com/scholars/48522964413277/douglas-g-altman
Douglas G. Altman,"Donald Mainland: anatomist, educator, thinker, medical statistician, trialist, rheumatologist",http://dx.doi.org/10.1177/0141076819896274,"Altman, Doug","Journal of the Royal Society of Medicine, volume 113, issue 1, pages 28-38 (2020).",http://dx.doi.org/10.1177/0141076819896274,https://scholargps.com/scholars/48522964413277/douglas-g-altman
Kyungdo Han,Nonarteritic Anterior Ischemic Optic Neuropathy and the Risk of Dementia,http://dx.doi.org/10.1212/WNL.0000000000209657,"Kim, Jaeryung | Han, Kyungdo | Jung, Jin-Hyung | Park, Kyung-Ah | Oh, Sei Yeul","Neurology, volume 103, issue 3 (2024).",http://dx.doi.org/10.1212/WNL.0000000000209657,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Epidemiology and Trends of Obesity and Bariatric Surgery in Korea,http://dx.doi.org/10.3803/EnM.2024.2056,"Han, Kyungdo | Jung, Jin-Hyung | Jeong, Su-Min | Kim, Mee Kyoung",Endocrinology and Metabolism (2024).,http://dx.doi.org/10.3803/EnM.2024.2056,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Atrial fibrillation fact sheet in Korea 2024: part 2—stroke prevention in Korean patients with atrial fibrillation,http://dx.doi.org/10.1186/s42444-024-00120-x,"Yang, Pil-sung | Kim, Ju Youn | Kim, Bong-Seong | Han, Kyung-Do | Park, Junbeom | Cho, Min Soo | Lee, Jung Myung | Park, Jong Sung | Lee, Ki Hong","International Journal of Arrhythmia, volume 25, issue 1 (2024).",http://dx.doi.org/10.1186/s42444-024-00120-x,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Risk factors of acute pancreatitis in young adults: a Nationwide population-based cohort study in South Korea,http://dx.doi.org/10.1097/MPA.0000000000002394,"Park, Namyoung | Lee, Jae Min | Park, Jin Myung | Lee, Sang Hyub | Han, Kyung-Do | Joo, Kwang Ro | Ryu, Ji Kon | Kim, Yong-Tae",Pancreas (2024).,http://dx.doi.org/10.1097/MPA.0000000000002394,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Fenofibrate and risk of end‐stage renal disease: A nationwide cohort study,http://dx.doi.org/10.1111/dom.15815,"Hyun, Young Youl | Kim, Kyung‐Soo | Hong, Sangmo | Han, Kyungdo | Park, Cheol‐Young","Diabetes, Obesity and Metabolism (2024).",http://dx.doi.org/10.1111/dom.15815,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Association of Fibrate use with clinical expression of hypertrophic cardiomyopathy,http://dx.doi.org/10.1002/ehf2.15004,"Park, Chan Soon | Kim, Bongseong | Jung, Jin‐Hyung | Rhee, Tae‐Min | Lee, Hyun Jung | Lee, Hee‐Sun | Park, Jun‐Bean | Kim, Yong‐Jin | Han, Kyungdo | Kim, Hyung‐Kwan",ESC Heart Failure (2024).,http://dx.doi.org/10.1002/ehf2.15004,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Fenofibrate’s impact on cardiovascular risk in patients with diabetes: a nationwide propensity-score matched cohort study,http://dx.doi.org/10.1186/s12933-024-02353-5,"Hong, Sangmo | Kim, Kyung-Soo | Han, Kyungdo | Park, Cheol-Young","Cardiovascular Diabetology, volume 23, issue 1 (2024).",http://dx.doi.org/10.1186/s12933-024-02353-5,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Atrial fibrillation fact sheet in Korea 2024 (part 1): epidemiology of atrial fibrillation in Korea,http://dx.doi.org/10.1186/s42444-024-00119-4,"Lee, So-Ryoung | Kim, Daehoon | Lee, Sung Ho | Lim, Woo-Hyun | Chun, Kwang Jin | Choe, Won-Seok | Ahn, Hyo-Jeong | Lee, Kyung-Yeon | Choi, JungMin | Kim, Bong-Seong | ... | Choi, Eue-Keun","International Journal of Arrhythmia, volume 25, issue 1 (2024).",http://dx.doi.org/10.1186/s42444-024-00119-4,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Epidemiologic relationship between alcohol flushing and smoking in the Korean population: the Korea National Health and Nutrition Examination Survey,http://dx.doi.org/10.1038/s41598-024-66521-z,"Yook, Hwa Jung | Lee, Gyu-Na | Lee, Ji Hyun | Han, Kyungdo | Park, Young Min","Scientific Reports, volume 14, issue 1 (2024).",http://dx.doi.org/10.1038/s41598-024-66521-z,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Atrial fibrillation and risk of sudden cardiac arrest in young adults,http://dx.doi.org/10.1093/europace/euae196,"Kim, Yun Gi | Jeong, Joo Hee | Han, Kyung-Do | Roh, Seung-Young | Lee, Hyoung Seok | Choi, Yun Young | Shim, Jaemin | Kim, Young-Hoon | Choi, Jong-Il","Europace, volume 26, issue 7 (2024).",http://dx.doi.org/10.1093/europace/euae196,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Holistic and Personalized Strategies for Managing in Elderly Type 2 Diabetes Patients,http://dx.doi.org/10.4093/dmj.2024.0310,"Yun, Jae-Seung | Kim, Kyuho | Ahn, Yu-Bae | Han, Kyungdo | Ko, Seung-Hyun","Diabetes & Metabolism Journal, volume 48, issue 4, pages 531-545 (2024).",http://dx.doi.org/10.4093/dmj.2024.0310,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Cardiorenal outcomes and mortality after sodium‐glucose cotransporter‐2 inhibitor initiation in type 2 diabetes patients with percutaneous coronary intervention history,http://dx.doi.org/10.1111/dom.15565,"Kim, Jin Hwa | Lyu, Young Sang | Kim, BongSeong | Kim, Mee Kyung | Kim, Sang Yong | Baek, Ki‐Hyun | Song, Ki‐Ho | Han, Kyungdo | Kwon, Hyuk‐Sang","Diabetes, Obesity and Metabolism, volume 26, issue 7, pages 2567-2577 (2024).",http://dx.doi.org/10.1111/dom.15565,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Increased Risk of Fracture after Traumatic Amputation: A Nationwide Retrospective Cohort Study,http://dx.doi.org/10.3390/healthcare12131362,"Cho, Hyeonjin | Park, Junhee | Kim, Bongseong | Han, Kyungdo | Choi, Hea Lim | Shin, Dong Wook","Healthcare, volume 12, issue 13, pages 1362- (2024).",http://dx.doi.org/10.3390/healthcare12131362,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Low household income increases risks for chronic obstructive pulmonary disease in young population: a nationwide retrospective cohort study in South Korea,http://dx.doi.org/10.1136/bmjresp-2024-002444,"Chung, Chiwook | Lee, Kyu Na | Shin, Dong Wook | Lee, Sei Won | Han, Kyungdo","BMJ Open Respiratory Research, volume 11, issue 1, pages e002444- (2024).",http://dx.doi.org/10.1136/bmjresp-2024-002444,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Association of lifestyle modification with the development of cardiovascular disease in gastric cancer patients who underwent gastrectomy: A nationwide population‐based study,http://dx.doi.org/10.1002/cam4.70038,"Kim, Bokyung | Han, Kyungdo | Cho, Soo‐Jeong","Cancer Medicine, volume 13, issue 14 (2024).",http://dx.doi.org/10.1002/cam4.70038,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Nationwide Population-Based Study of Ischemic Stroke Risk After Optic Neuritis,http://dx.doi.org/10.1161/STROKEAHA.124.046788,"Kim, Jaeryung | Lim, Seulgi | Han, Kyungdo | Jung, Jin-Hyung | Park, Kyung-Ah | Oh, Sei Yeul","Stroke, volume 55, issue 7 (2024).",http://dx.doi.org/10.1161/STROKEAHA.124.046788,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Effect of Gout and Diabetic Kidney Disease on Renal Cancer Development in Korea,http://dx.doi.org/10.1093/ckj/sfae171,"Chung, Seung Min | Jung, Inha | Lee, Da Young | Park, So Young | Yu, Ji Hee | Moon, Jun Sung | Seo, Ji A | Han, Kyungdo | Kim, Nan Hee",Clinical Kidney Journal (2024).,http://dx.doi.org/10.1093/ckj/sfae171,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Association between depression and young-onset dementia in middle-aged women,http://dx.doi.org/10.1186/s13195-024-01475-y,"Yoo, Jung Eun | Yoon, Dae Hyun | Jin, Eun Hyo | Han, Kyungdo | Choi, Su-Yeon | Choi, Seung Ho | Bae, Jung Ho | Park, Kyung-Il","Alzheimer's Research & Therapy, volume 16, issue 1 (2024).",http://dx.doi.org/10.1186/s13195-024-01475-y,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Association between Body Weight Variability and Mortality in Young Adults: A Nationwide Cohort Study,http://dx.doi.org/10.21215/kjfp.2024.14.2.105,"Park, Yebin | Han, Kyungdo","Korean Journal of Family Practice, volume 14, issue 2, pages 105-113 (2024).",http://dx.doi.org/10.21215/kjfp.2024.14.2.105,https://scholargps.com/scholars/74105335250496/kyungdo-han
Kyungdo Han,Association between exercise habits and incident type 2 diabetes mellitus in patients with thyroid cancer: nationwide population-based study,http://dx.doi.org/10.1186/s12916-024-03472-2,"Park, Jiyun | Jung, Jin-Hyung | Park, Hyunju | Song, Young Shin | Kim, Soo-Kyung | Cho, Yong-Wook | Han, Kyungdo | Kim, Kyung-Soo","BMC Medicine, volume 22, issue 1 (2024).",http://dx.doi.org/10.1186/s12916-024-03472-2,https://scholargps.com/scholars/74105335250496/kyungdo-han
Gary S. Collins,Calculating the power of a planned individual participant data meta‐analysis to examine prognostic factor effects for a binary outcome,http://dx.doi.org/10.1002/jrsm.1737,"Whittle, Rebecca | Ensor, Joie | Hattle, Miriam | Dhiman, Paula | Collins, Gary S. | Riley, Richard D.",Research Synthesis Methods (2024).,http://dx.doi.org/10.1002/jrsm.1737,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Kidney cancer in the Middle East and North Africa region: a 30-year analysis (1990–2019),http://dx.doi.org/10.1038/s41598-024-64521-7,"Safiri, Saeid | Hassanzadeh, Kamaleddin | Ghaffari Jolfayi, Amir | Mousavi, Seyed Ehsan | Motlagh Asghari, Kimia | Nejadghaderi, Seyed Aria | Naghdi-Sedeh, Nima | Noori, Maryam | Sullman, Mark J. M. | Collins, Gary S. | Kolahi, Ali-Asghar","Scientific Reports, volume 14, issue 1 (2024).",http://dx.doi.org/10.1038/s41598-024-64521-7,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,SPIN-PM: a consensus framework to evaluate the presence of spin in studies on prediction models,http://dx.doi.org/10.1016/j.jclinepi.2024.111364,"Andaur Navarro, Constanza L. | Damen, Johanna A.A. | Ghannad, Mona | Dhiman, Paula | van Smeden, Maarten | Reitsma, Johannes B. | Collins, Gary S. | Riley, Richard D. | Moons, Karel G.M. | Hooft, Lotty","Journal of Clinical Epidemiology, volume 170 (2024).",http://dx.doi.org/10.1016/j.jclinepi.2024.111364,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Methods used to develop the SPIRIT 2024 and CONSORT 2024 Statements,http://dx.doi.org/10.1016/j.jclinepi.2024.111309,"Tunn, Ruth | Boutron, Isabelle | Chan, An-Wen | Collins, Gary S. | Hróbjartsson, Asbjørn | Moher, David | Schulz, Kenneth F. | de Beyer, Jennifer A. | Hansen Nejstgaard, Camilla | Østengaard, Lasse | Hopewell, Sally","Journal of Clinical Epidemiology, volume 169 (2024).",http://dx.doi.org/10.1016/j.jclinepi.2024.111309,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Development of a topic‐specific bibliographic database supporting the updates of SPIRIT 2013 and CONSORT 2010,http://dx.doi.org/10.1002/cesm.12057,"Østengaard, Lasse | Barrientos, Ariel | Boutron, Isabelle | Chan, An‐Wen | Collins, Gary | Hopewell, Sally | Moher, David | Nejstgaard, Camilla Hansen | Schulz, Kenneth F. | Speich, Benjamin | ... | Hróbjartsson, Asbjørn","Cochrane Evidence Synthesis and Methods, volume 2, issue 5 (2024).",http://dx.doi.org/10.1002/cesm.12057,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Stakeholder perspectives towards diagnostic artificial intelligence: a co-produced qualitative evidence synthesis,http://dx.doi.org/10.1016/j.eclinm.2024.102555,"Ling Kuo, Rachel Yi | Freethy, Alexander | Smith, Judi | Hill, Rosie | C, Joanna | Jerome, Derek | Harriss, Eli | Collins, Gary S. | Tutton, Elizabeth | Furniss, Dominic","eClinicalMedicine, volume 71 (2024).",http://dx.doi.org/10.1016/j.eclinm.2024.102555,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Prediction model protocols indicate better adherence to recommended guidelines for study conduct and reporting,http://dx.doi.org/10.1016/j.jclinepi.2024.111287,"Dhiman, Paula | Ma, Jie | Kirtley, Shona | Mouka, Elizabeth | Waldron, Caitlin M. | Whittle, Rebecca | Collins, Gary S.","Journal of Clinical Epidemiology, volume 169 (2024).",http://dx.doi.org/10.1016/j.jclinepi.2024.111287,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Anterior Cruciate Ligament Return to Sport after Injury Scale (ACL-RSI) Scores over Time After Anterior Cruciate Ligament Reconstruction: A Systematic Review with Meta-analysis,http://dx.doi.org/10.1186/s40798-024-00712-w,"Sell, Timothy C. | Zerega, Ryan | King, Victoria | Reiter, Charles R. | Wrona, Hailey | Bullock, Garrett S. | Mills, Nilani | Räisänen, Anu | Ledbetter, Leila | Collins, Gary S. | ... | Losciale, Justin M.","Sports Medicine - Open, volume 10, issue 1 (2024).",http://dx.doi.org/10.1186/s40798-024-00712-w,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Reverse total shoulder replacement versus anatomical total shoulder replacement for osteoarthritis: population based cohort study using data from the National Joint Registry and Hospital Episode Statistics for England,http://dx.doi.org/10.1136/bmj-2023-077939,"Valsamis, Epaminondas Markos | Prats-Uribe, Albert | Koblbauer, Ian | Cole, Sophie | Sayers, Adrian | Whitehouse, Michael R | Coward, Gillian | Collins, Gary S | Pinedo-Villanueva, Rafael | Prieto-Alhambra, Daniel | Rees, Jonathan L",BMJ (2024).,http://dx.doi.org/10.1136/bmj-2023-077939,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,"The burden of schizophrenia in the Middle East and North Africa region, 1990–2019",http://dx.doi.org/10.1038/s41598-024-59905-8,"Safiri, Saeid | Noori, Maryam | Nejadghaderi, Seyed Aria | Shamekh, Ali | Sullman, Mark J. M. | Collins, Gary S. | Kolahi, Ali-Asghar","Scientific Reports, volume 14, issue 1 (2024).",http://dx.doi.org/10.1038/s41598-024-59905-8,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Making the black box more transparent: improving the reporting of artificial intelligence studies in healthcare,http://dx.doi.org/10.1136/bmj.q832,"Collins, Gary S",BMJ (2024).,http://dx.doi.org/10.1136/bmj.q832,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Paving the way for greater open science in sports and exercise medicine: navigating the barriers to adopting open and accessible data practices,http://dx.doi.org/10.1136/bjsports-2023-107225,"Bullock, Garrett S | Ward, Patrick | Kluzek, Stefan | Hughes, Tom | Shanley, Ellen | Arundale, Amelia Joanna Hanford | Ranson, Craig | Nimphius, Sophia | Riley, Richard D | Collins, Gary S | Impellizzeri, Franco M","British Journal of Sports Medicine, volume 58, issue 6, pages 293-295 (2024).",http://dx.doi.org/10.1136/bjsports-2023-107225,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Confounder Adjustment Using the Disease Risk Score: A Proposal for Weighting Methods,http://dx.doi.org/10.1093/aje/kwad196,"Nguyen, Tri-Long | Debray, Thomas P A | Youn, Bora | Simoneau, Gabrielle | Collins, Gary S","American Journal of Epidemiology, volume 193, issue 2, pages 377-388 (2024).",http://dx.doi.org/10.1093/aje/kwad196,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,ADNEX risk prediction model for diagnosis of ovarian cancer: systematic review and meta-analysis of external validation studies,http://dx.doi.org/10.1136/bmjmed-2023-000817,"Barreñada, Lasai | Ledger, Ashleigh | Dhiman, Paula | Collins, Gary | Wynants, Laure | Verbakel, Jan Y | Timmerman, Dirk | Valentin, Lil | Van Calster, Ben","BMJ Medicine, volume 3, issue 1, pages e000817- (2024).",http://dx.doi.org/10.1136/bmjmed-2023-000817,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Publishers’ and journals’ instructions to authors on use of generative artificial intelligence in academic and scientific publishing: bibliometric analysis,http://dx.doi.org/10.1136/bmj-2023-077192,"Ganjavi, Conner | Eppler, Michael B | Pekcan, Asli | Biedermann, Brett | Abreu, Andre | Collins, Gary S | Gill, Inderbir S | Cacciamani, Giovanni E",BMJ (2024).,http://dx.doi.org/10.1136/bmj-2023-077192,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Evaluation of clinical prediction models (part 3): calculating the sample size required for an external validation study,http://dx.doi.org/10.1136/bmj-2023-074821,"Riley, Richard D | Snell, Kym I E | Archer, Lucinda | Ensor, Joie | Debray, Thomas P A | van Calster, Ben | van Smeden, Maarten | Collins, Gary S",BMJ (2024).,http://dx.doi.org/10.1136/bmj-2023-074821,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Evaluation of clinical prediction models (part 2): how to undertake an external validation study,http://dx.doi.org/10.1136/bmj-2023-074820,"Riley, Richard D | Archer, Lucinda | Snell, Kym I E | Ensor, Joie | Dhiman, Paula | Martin, Glen P | Bonnett, Laura J | Collins, Gary S",BMJ (2024).,http://dx.doi.org/10.1136/bmj-2023-074820,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Evaluation of clinical prediction models (part 1): from development to external validation,http://dx.doi.org/10.1136/bmj-2023-074819,"Collins, Gary S | Dhiman, Paula | Ma, Jie | Schlussel, Michael M | Archer, Lucinda | Van Calster, Ben | Harrell, Frank E | Martin, Glen P | Moons, Karel G M | van Smeden, Maarten | ... | Riley, Richard D",BMJ (2024).,http://dx.doi.org/10.1136/bmj-2023-074819,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Risk of bias assessments in individual participant data meta-analyses of test accuracy and prediction models: a review shows improvements are needed,http://dx.doi.org/10.1016/j.jclinepi.2023.10.022,"Levis, Brooke | Snell, Kym I.E. | Damen, Johanna A.A. | Hattle, Miriam | Ensor, Joie | Dhiman, Paula | Andaur Navarro, Constanza L. | Takwoingi, Yemisi | Whiting, Penny F. | Debray, Thomas P.A. | ... | Riley, Richard D.","Journal of Clinical Epidemiology, volume 165 (2024).",http://dx.doi.org/10.1016/j.jclinepi.2023.10.022,https://scholargps.com/scholars/97605358492583/gary-s-collins
Gary S. Collins,Open science practices need substantial improvement in prognostic model studies in oncology using machine learning,http://dx.doi.org/10.1016/j.jclinepi.2023.10.015,"Collins, Gary S. | Whittle, Rebecca | Bullock, Garrett S. | Logullo, Patricia | Dhiman, Paula | de Beyer, Jennifer A. | Riley, Richard D. | Schlussel, Michael M.","Journal of Clinical Epidemiology, volume 165 (2024).",http://dx.doi.org/10.1016/j.jclinepi.2023.10.015,https://scholargps.com/scholars/97605358492583/gary-s-collins
Johann S. De Bono,Targeting a STING agonist to perivascular macrophages in prostate tumors delays resistance to androgen deprivation therapy,http://dx.doi.org/10.1136/jitc-2024-009368,"Al-janabi, Haider | Moyes, Katy | Allen, Richard | Fisher, Matthew | Crespo, Mateus | Gurel, Bora | Rescigno, Pasquale | de Bono, Johann | Nunns, Harry | Bailey, Christopher | ... | Lewis, Claire E","Journal for ImmunoTherapy of Cancer, volume 12, issue 7, pages e009368- (2024).",http://dx.doi.org/10.1136/jitc-2024-009368,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,Identification of genes that promote PI3K pathway activation and prostate tumour formation,http://dx.doi.org/10.1038/s41388-024-03028-x,"Francis, Jeffrey C. | Capper, Amy | Rust, Alistair G. | Ferro, Klea | Ning, Jian | Yuan, Wei | de Bono, Johann | Pettitt, Stephen J. | Swain, Amanda","Oncogene, volume 43, issue 24, pages 1824-1835 (2024).",http://dx.doi.org/10.1038/s41388-024-03028-x,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,A phase I study of highly potent oral ATR inhibitor (ATRi) tuvusertib plus oral PARP inhibitor (PARPi) niraparib in patients with solid tumors.,http://dx.doi.org/10.1200/JCO.2024.42.16_suppl.3018,"Yap, Timothy A. | Plummer, Elizabeth Ruth | Tolcher, Anthony W. | Szucs, Zoltan | Gounaris, Ioannis | Locatelli, Giuseppe | Enderlin, Marta | Hicking, Christine | Kaur Mukker, Jatinder | De Bono, Johann S.","Journal of Clinical Oncology, volume 42, issue 16_suppl, pages 3018-3018 (2024).",http://dx.doi.org/10.1200/JCO.2024.42.16_suppl.3018,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,First-in-Human Study of the Ataxia Telangiectasia and Rad3-Related (ATR) Inhibitor Tuvusertib (M1774) as Monotherapy in Patients with Solid Tumors,http://dx.doi.org/10.1158/1078-0432.CCR-23-2409,"Yap, Timothy A. | Tolcher, Anthony W. | Plummer, Ruth | Mukker, Jatinder Kaur | Enderlin, Marta | Hicking, Christine | Grombacher, Thomas | Locatelli, Giuseppe | Szucs, Zoltan | Gounaris, Ioannis | de Bono, Johann S.","Clinical Cancer Research, volume 30, issue 10, pages 2057-2067 (2024).",http://dx.doi.org/10.1158/1078-0432.CCR-23-2409,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,A phase I study of ATR inhibitor gartisertib (M4344) as a single agent and in combination with carboplatin in patients with advanced solid tumours,http://dx.doi.org/10.1038/s41416-023-02436-2,"Burris, Howard A. | Berlin, Jordan | Arkenau, Tobias | Cote, Gregory M. | Lolkema, Martijn P. | Ferrer-Playan, Jordi | Kalapur, Anup | Bolleddula, Jayaprakasam | Locatelli, Giuseppe | Goddemeier, Thomas | ... | de Bono, Johann","British Journal of Cancer, volume 130, issue 7, pages 1131-1140 (2024).",http://dx.doi.org/10.1038/s41416-023-02436-2,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,Prostate-Specific Membrane Antigen–Targeted Therapies for Prostate Cancer: Towards Improving Therapeutic Outcomes,http://dx.doi.org/10.1016/j.eururo.2023.11.018,"Corpetti, Matteo | Müller, Cristina | Beltran, Himisha | de Bono, Johann | Theurillat, Jean-Philippe","European Urology, volume 85, issue 3, pages 193-204 (2024).",http://dx.doi.org/10.1016/j.eururo.2023.11.018,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,Handling Incomplete or Late-Onset Toxicities in Early-Phase Dose-Finding Clinical Trials: Current Practice and Future Prospects,http://dx.doi.org/10.1200/PO.23.00441,"Yin, Zhulin | Mander, Adrian P. | de Bono, Johann S. | Zheng, Haiyan | Yap, Christina",JCO Precision Oncology (2024).,http://dx.doi.org/10.1200/PO.23.00441,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,27-hydroxycholesterol and DNA damage repair: implication in prostate cancer,http://dx.doi.org/10.3389/fonc.2023.1251297,"Galvan, Gloria Cecilia | Friedrich, Nadine A. | Das, Sanjay | Daniels, James P. | Pollan, Sara | Dambal, Shweta | Suzuki, Ryusuke | Sanders, Sergio E. | You, Sungyong | Tanaka, Hisashi | ... | Freedland, Stephen J.","Frontiers in Oncology, volume 13 (2023).",http://dx.doi.org/10.3389/fonc.2023.1251297,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,The potential role of the microbiota in prostate cancer pathogenesis and treatment,http://dx.doi.org/10.1038/s41585-023-00795-2,"Pernigoni, Nicolò | Guo, Christina | Gallagher, Lewis | Yuan, Wei | Colucci, Manuel | Troiani, Martina | Liu, Lei | Maraccani, Luisa | Guccini, Ilaria | Migliorini, Denis | ... | Alimonti, Andrea","Nature Reviews Urology, volume 20, issue 12, pages 706-718 (2023).",http://dx.doi.org/10.1038/s41585-023-00795-2,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,Multiparametric bone MRI targeting aides lesion selection for CT-guided sclerotic bone biopsies in metastatic castrate resistant prostate cancer,http://dx.doi.org/10.1186/s40644-023-00644-w,"Donners, Ricardo | Figueiredo, Ines | Westaby, Daniel | Koh, Dow-Mu | Tunariu, Nina | Carreira, Suzanne | de Bono, Johann S. | Fotiadis, Nicos","Cancer Imaging, volume 23, issue 1 (2023).",http://dx.doi.org/10.1186/s40644-023-00644-w,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,Development and Validation of a New BAG-1L–Specific Antibody to Quantify BAG-1L Protein Expression in Advanced Prostate Cancer,http://dx.doi.org/10.1016/j.labinv.2023.100245,"Neeb, Antje | Figueiredo, Ines | Gurel, Bora | Nava Rodrigues, Daniel | Rekowski, Jan | Riisnaes, Ruth | Ferreira, Ana | Miranda, Susana | Crespo, Mateus | Westaby, Daniel | ... | Sharp, Adam","Laboratory Investigation, volume 103, issue 11, pages 100245- (2023).",http://dx.doi.org/10.1016/j.labinv.2023.100245,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,A HUWE1 defect causes PARP inhibitor resistance by modulating the BRCA1-∆11q splice variant,http://dx.doi.org/10.1038/s41388-023-02782-8,"Pettitt, Stephen J. | Shao, Nan | Zatreanu, Diana | Frankum, Jessica | Bajrami, Ilirjana | Brough, Rachel | Krastev, Dragomir B. | Roumeliotis, Theodoros I. | Choudhary, Jyoti S. | Lorenz, Sonja | ... | Lord, Christopher J.","Oncogene, volume 42, issue 36, pages 2701-2709 (2023).",http://dx.doi.org/10.1038/s41388-023-02782-8,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
Johann S. De Bono,Unbiased differential proteomic profiling between cancer-associated fibroblasts and cancer cell lines,http://dx.doi.org/10.1016/j.jprot.2023.104973,"Lau, Rachel | Yu, Lu | Roumeliotis, Theodoros I. | Stewart, Adam | Pickard, Lisa | Riisanes, Ruth | Gurel, Bora | de Bono, Johann S. | Choudhary, Jyoti S. | Banerji, Udai","Journal of Proteomics, volume 288 (2023).",http://dx.doi.org/10.1016/j.jprot.2023.104973,https://scholargps.com/scholars/22943727653473/johann-s-de-bono
